"Path","Why","Risk"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\semver.cmd","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\semver.ps1","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsc","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsc.cmd","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsc.ps1","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsserver","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsserver.cmd","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsserver.ps1","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsx","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsx.cmd","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.bin\tsx.ps1","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\.package-lock.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@esbuild\win32-x64\esbuild.exe","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@esbuild\win32-x64\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@esbuild\win32-x64\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.gitattributes","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.github\.stale.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.github\dependabot.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.github\tests_checker.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.github\workflows\ci.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\.taprc","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\benchmark\small-object.mjs","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\lib\default-ajv-options.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\lib\serializer-compiler.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\lib\validator-compiler.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\LICENSE","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\standalone.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\.gitkeep","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\duplicated-id-compile.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\index.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\plugins.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\serialization.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\test\standalone.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\types\index.d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\ajv-compiler\types\index.test-d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.editorconfig","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.gitattributes","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.github\dependabot.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.github\stale.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.github\workflows\ci.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\.taprc","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\benchmark\cookie-multi.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\benchmark\cookie.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\benchmark\signer-multi.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\benchmark\signer.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\cookie.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\LICENSE","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\node_modules\cookie-signature\History.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\node_modules\cookie-signature\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\node_modules\cookie-signature\LICENSE","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\node_modules\cookie-signature\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\node_modules\cookie-signature\Readme.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\plugin.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\signer.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\test\cookie-module.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\test\cookie.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\test\signer.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\types\plugin.d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cookie\types\plugin.test-d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.editorconfig","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.gitattributes","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.github\dependabot.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.github\stale.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.github\workflows\ci.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\.taprc","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\bench.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\benchmark\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\benchmark\vary.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\LICENSE","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\test\cors.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\test\hooks.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\test\preflight.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\test\vary.test.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\types\index.d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\types\index.test-d.ts","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\cors\vary.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\.gitattributes","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\.github\dependabot.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\.github\workflows\ci.yml","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\.taprc","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\benchmarks\create.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\benchmarks\instantiate.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\benchmarks\no-stack.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\benchmarks\toString.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\index.js","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\LICENSE","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\package.json","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
"C:\Users\mskor\OneDrive\Desktop\Grad_AI_Assistent - Copy\apps\api\node_modules\@fastify\error\README.md","Build artifact in gitignored paths (dist/node_modules/*.tsbuildinfo)","MEDIUM"
